Printing the following information for each pair of Lorentz vectors being added to the stack: momNumber (1 or 2) || threeMom vector Cartesian (x,y,z) || threeMomSpherical (r,theta,phi) || magnitude (of 4 vector) || Energy (MeV/c)
MomNumber: 1 || Cartesian vector: (13.6658, -7.97945, 50.0419) || Spherical Vector: (52.4844, 0.306281, -0.528497) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-13.6658, 7.97945, -50.0419) || Spherical Vector: (52.4844, 2.83531, 2.6131) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-10.9724, 51.2541, -2.69047) || Spherical Vector: (52.4844, 1.62208, 1.78169) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (10.9724, -51.2541, 2.69047) || Spherical Vector: (52.4844, 1.51951, -1.3599) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (44.8915, -7.21972, -26.2153) || Spherical Vector: (52.4844, 2.0938, -0.15946) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-44.8915, 7.21972, 26.2153) || Spherical Vector: (52.4844, 1.04779, 2.98213) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (23.8114, -14.6347, -44.4237) || Spherical Vector: (52.4844, 2.58001, -0.551092) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-23.8114, 14.6347, 44.4237) || Spherical Vector: (52.4844, 0.561578, 2.5905) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-0.249456, 1.60321, -52.4594) || Spherical Vector: (52.4844, 3.11067, 1.72516) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (0.249456, -1.60321, 52.4594) || Spherical Vector: (52.4844, 0.0309188, -1.41644) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-49.9829, -8.87795, -13.3233) || Spherical Vector: (52.4844, 1.82746, -2.96581) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (49.9829, 8.87795, 13.3233) || Spherical Vector: (52.4844, 1.31414, 0.175786) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-3.5134, -16.3542, -49.7475) || Spherical Vector: (52.4844, 2.81722, -1.78241) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (3.5134, 16.3542, 49.7475) || Spherical Vector: (52.4844, 0.324369, 1.35918) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (42.2855, 0.604702, 31.0835) || Spherical Vector: (52.4844, 0.936958, 0.0142995) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-42.2855, -0.604702, -31.0835) || Spherical Vector: (52.4844, 2.20463, -3.12729) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (51.291, -8.31932, 7.39175) || Spherical Vector: (52.4844, 1.42949, -0.160798) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-51.291, 8.31932, -7.39175) || Spherical Vector: (52.4844, 1.7121, 2.98079) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-19.9327, 39.2394, 28.5933) || Spherical Vector: (52.4844, 0.99465, 2.0408) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (19.9327, -39.2394, -28.5933) || Spherical Vector: (52.4844, 2.14694, -1.10079) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (9.8591, 18.9893, -47.9252) || Spherical Vector: (52.4844, 2.7217, 1.09191) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-9.8591, -18.9893, 47.9252) || Spherical Vector: (52.4844, 0.419897, -2.04968) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-2.21046, 42.2655, -31.038) || Spherical Vector: (52.4844, 2.20356, 1.62305) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (2.21046, -42.2655, 31.038) || Spherical Vector: (52.4844, 0.938032, -1.51854) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (24.4586, 42.156, -19.4748) || Spherical Vector: (52.4844, 1.95094, 1.04507) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-24.4586, -42.156, 19.4748) || Spherical Vector: (52.4844, 1.19065, -2.09653) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-27.5418, 43.307, -10.9807) || Spherical Vector: (52.4844, 1.78157, 2.13724) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (27.5418, -43.307, 10.9807) || Spherical Vector: (52.4844, 1.36002, -1.00435) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-7.87701, -49.0289, 16.9922) || Spherical Vector: (52.4844, 1.2411, -1.7301) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (7.87701, 49.0289, -16.9922) || Spherical Vector: (52.4844, 1.90049, 1.4115) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-23.2452, 9.21617, 46.1448) || Spherical Vector: (52.4844, 0.496598, 2.76413) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (23.2452, -9.21617, -46.1448) || Spherical Vector: (52.4844, 2.645, -0.377465) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (29.7768, 4.4404, 42.9912) || Spherical Vector: (52.4844, 0.610916, 0.148032) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-29.7768, -4.4404, -42.9912) || Spherical Vector: (52.4844, 2.53068, -2.99356) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (1.20231, 52.4147, -2.42329) || Spherical Vector: (52.4844, 1.61698, 1.54786) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-1.20231, -52.4147, 2.42329) || Spherical Vector: (52.4844, 1.52461, -1.59373) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-10.5904, -14.9354, -49.1873) || Spherical Vector: (52.4844, 2.78525, -2.18759) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (10.5904, 14.9354, 49.1873) || Spherical Vector: (52.4844, 0.356342, 0.954003) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-12.3201, -37.5572, 34.5295) || Spherical Vector: (52.4844, 0.85277, -1.88777) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (12.3201, 37.5572, -34.5295) || Spherical Vector: (52.4844, 2.28882, 1.25382) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-6.31806, 51.7658, -5.91612) || Spherical Vector: (52.4844, 1.68376, 1.69225) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (6.31806, -51.7658, 5.91612) || Spherical Vector: (52.4844, 1.45783, -1.44935) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-39.3872, -27.4086, -21.261) || Spherical Vector: (52.4844, 1.98788, -2.53364) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (39.3872, 27.4086, 21.261) || Spherical Vector: (52.4844, 1.15372, 0.607953) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-19.7553, 46.997, 12.475) || Spherical Vector: (52.4844, 1.33081, 1.96872) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (19.7553, -46.997, -12.475) || Spherical Vector: (52.4844, 1.81078, -1.17287) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (1.67148, -19.3475, -48.7596) || Spherical Vector: (52.4844, 2.76258, -1.48462) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-1.67148, 19.3475, 48.7596) || Spherical Vector: (52.4844, 0.379016, 1.65697) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-26.4712, -45.2671, -2.18782) || Spherical Vector: (52.4844, 1.61249, -2.09995) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (26.4712, 45.2671, 2.18782) || Spherical Vector: (52.4844, 1.5291, 1.04164) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-10.2524, -45.7337, 23.6205) || Spherical Vector: (52.4844, 1.10398, -1.79133) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (10.2524, 45.7337, -23.6205) || Spherical Vector: (52.4844, 2.03762, 1.35027) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-31.6991, 22.6501, -35.1676) || Spherical Vector: (52.4844, 2.30508, 2.52118) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (31.6991, -22.6501, 35.1676) || Spherical Vector: (52.4844, 0.836511, -0.620415) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-44.7533, 27.0248, 4.62871) || Spherical Vector: (52.4844, 1.48249, 2.59834) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (44.7533, -27.0248, -4.62871) || Spherical Vector: (52.4844, 1.6591, -0.543254) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-25.4486, 43.0002, 16.0615) || Spherical Vector: (52.4844, 1.25978, 2.10518) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (25.4486, -43.0002, -16.0615) || Spherical Vector: (52.4844, 1.88181, -1.03641) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (38.9326, -32.4089, -13.7306) || Spherical Vector: (52.4844, 1.83549, -0.694209) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-38.9326, 32.4089, 13.7306) || Spherical Vector: (52.4844, 1.3061, 2.44738) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (31.1198, -20.8637, -36.7543) || Spherical Vector: (52.4844, 2.3466, -0.590604) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-31.1198, 20.8637, 36.7543) || Spherical Vector: (52.4844, 0.794993, 2.55099) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-42.1178, -28.2932, 13.424) || Spherical Vector: (52.4844, 1.31215, -2.55007) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (42.1178, 28.2932, -13.424) || Spherical Vector: (52.4844, 1.82944, 0.591523) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-3.22904, -52.3748, 1.03549) || Spherical Vector: (52.4844, 1.55107, -1.63237) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (3.22904, 52.3748, -1.03549) || Spherical Vector: (52.4844, 1.59053, 1.50922) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-50.4113, -2.58896, 14.3741) || Spherical Vector: (52.4844, 1.29338, -3.09028) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (50.4113, 2.58896, -14.3741) || Spherical Vector: (52.4844, 1.84821, 0.0513116) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (2.31583, -50.7074, -13.3421) || Spherical Vector: (52.4844, 1.82783, -1.52516) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-2.31583, 50.7074, 13.3421) || Spherical Vector: (52.4844, 1.31376, 1.61644) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-4.00841, 29.6658, -43.1102) || Spherical Vector: (52.4844, 2.53464, 1.7051) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (4.00841, -29.6658, 43.1102) || Spherical Vector: (52.4844, 0.606953, -1.43649) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-6.08935, 36.536, -37.1841) || Spherical Vector: (52.4844, 2.35814, 1.73595) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (6.08935, -36.536, 37.1841) || Spherical Vector: (52.4844, 0.783457, -1.40565) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (19.7947, 7.11329, -48.0852) || Spherical Vector: (52.4844, 2.72924, 0.344983) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-19.7947, -7.11329, 48.0852) || Spherical Vector: (52.4844, 0.412353, -2.79661) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (19.5603, 34.7522, -34.1218) || Spherical Vector: (52.4844, 2.27855, 1.05814) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-19.5603, -34.7522, 34.1218) || Spherical Vector: (52.4844, 0.863038, -2.08345) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-27.0895, 12.5377, 43.1692) || Spherical Vector: (52.4844, 0.604977, 2.70812) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (27.0895, -12.5377, -43.1692) || Spherical Vector: (52.4844, 2.53662, -0.433468) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (43.4173, 22.2244, -19.3812) || Spherical Vector: (52.4844, 1.94902, 0.473106) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-43.4173, -22.2244, 19.3812) || Spherical Vector: (52.4844, 1.19257, -2.66849) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (37.7947, -14.4046, -33.4468) || Spherical Vector: (52.4844, 2.26175, -0.364131) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-37.7947, 14.4046, 33.4468) || Spherical Vector: (52.4844, 0.879845, 2.77746) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (18.9815, -34.0491, -35.1423) || Spherical Vector: (52.4844, 2.30443, -1.06223) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-18.9815, 34.0491, 35.1423) || Spherical Vector: (52.4844, 0.83716, 2.07936) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-11.1849, 51.002, -5.32068) || Spherical Vector: (52.4844, 1.67235, 1.78668) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (11.1849, -51.002, 5.32068) || Spherical Vector: (52.4844, 1.46925, -1.35491) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (27.6379, -37.7209, 23.8306) || Spherical Vector: (52.4844, 1.09949, -0.938464) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-27.6379, 37.7209, -23.8306) || Spherical Vector: (52.4844, 2.0421, 2.20313) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-13.653, 36.1834, -35.482) || Spherical Vector: (52.4844, 2.31318, 1.93161) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (13.653, -36.1834, 35.482) || Spherical Vector: (52.4844, 0.82841, -1.20999) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-46.8658, -23.6126, 0.809881) || Spherical Vector: (52.4844, 1.55536, -2.67488) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (46.8658, 23.6126, -0.809881) || Spherical Vector: (52.4844, 1.58623, 0.466711) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-31.2264, 10.985, 40.7291) || Spherical Vector: (52.4844, 0.682462, 2.80333) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (31.2264, -10.985, -40.7291) || Spherical Vector: (52.4844, 2.45913, -0.338264) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (11.4472, 9.04872, -50.4153) || Spherical Vector: (52.4844, 2.85986, 0.668905) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-11.4472, -9.04872, 50.4153) || Spherical Vector: (52.4844, 0.281732, -2.47269) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-39.8114, -33.6593, 6.0594) || Spherical Vector: (52.4844, 1.45509, -2.43974) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (39.8114, 33.6593, -6.0594) || Spherical Vector: (52.4844, 1.68651, 0.701857) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-0.634712, -0.84256, 52.4738) || Spherical Vector: (52.4844, 0.0201002, -2.21641) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (0.634712, 0.84256, -52.4738) || Spherical Vector: (52.4844, 3.12149, 0.925178) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-45.4092, 12.3815, -23.2233) || Spherical Vector: (52.4844, 2.02916, 2.8754) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (45.4092, -12.3815, 23.2233) || Spherical Vector: (52.4844, 1.11243, -0.266193) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-42.5743, -20.1333, 23.1667) || Spherical Vector: (52.4844, 1.11364, -2.69986) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (42.5743, 20.1333, -23.1667) || Spherical Vector: (52.4844, 2.02796, 0.441733) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-29.5328, 38.0803, -20.7923) || Spherical Vector: (52.4844, 1.97813, 2.23044) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (29.5328, -38.0803, 20.7923) || Spherical Vector: (52.4844, 1.16346, -0.911149) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (31.7347, -31.0693, -27.9683) || Spherical Vector: (52.4844, 2.13281, -0.774803) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-31.7347, 31.0693, 27.9683) || Spherical Vector: (52.4844, 1.00879, 2.36679) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (15.2915, -31.6085, 39.0088) || Spherical Vector: (52.4844, 0.732888, -1.12021) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-15.2915, 31.6085, -39.0088) || Spherical Vector: (52.4844, 2.4087, 2.02138) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (45.9686, 18.9631, 16.7899) || Spherical Vector: (52.4844, 1.24517, 0.391256) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-45.9686, -18.9631, -16.7899) || Spherical Vector: (52.4844, 1.89642, -2.75034) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-22.0067, -36.2049, -30.9763) || Spherical Vector: (52.4844, 2.2021, -2.11696) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (22.0067, 36.2049, 30.9763) || Spherical Vector: (52.4844, 0.939491, 1.02463) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (46.7758, -19.8553, -13.1305) || Spherical Vector: (52.4844, 1.82366, -0.401429) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-46.7758, 19.8553, 13.1305) || Spherical Vector: (52.4844, 1.31793, 2.74016) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-28.1789, -11.7619, -42.6875) || Spherical Vector: (52.4844, 2.52066, -2.74618) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (28.1789, 11.7619, 42.6875) || Spherical Vector: (52.4844, 0.620932, 0.395415) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (7.47731, 51.8338, -3.45881) || Spherical Vector: (52.4844, 1.63675, 1.42753) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-7.47731, -51.8338, 3.45881) || Spherical Vector: (52.4844, 1.50485, -1.71406) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-28.8615, -43.8105, -1.50625) || Spherical Vector: (52.4844, 1.5995, -2.15332) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
