entry run subrun event num_rank0_electrons electron1_theta_deg electron1_phi_deg electron2_theta_deg electron2_phi_deg
2056 1430 0 3584 2 87.7195 -46.2908 92.2805 133.709
2059 1430 0 3587 2 102.509 -13.6766 77.491 166.323
2062 1430 0 3592 2 111.318 55.8284 68.6816 -124.172
2064 1430 0 3596 2 87.9692 -122 92.0308 58.0001
2068 1430 0 3602 2 93.6227 55.3828 86.3773 -124.617
2070 1430 0 3605 2 119.909 -106.74 60.0911 73.26
2071 1430 0 3606 2 71.6182 155.658 108.382 -24.3417
2074 1430 0 3614 2 114.761 112.982 65.2393 -67.0182
2081 1430 0 3624 2 68.1513 43.2164 111.849 -136.784
2084 1430 0 3628 2 77.8633 -117.527 102.137 62.473
2085 1430 0 3629 2 74.1613 -117.729 105.839 62.2715
2088 1430 0 3636 2 86.2484 -101.633 93.7516 78.3666
2094 1430 0 3644 2 82.847 -122.447 97.153 57.5528
2095 1430 0 3645 2 104.26 -76.638 75.7402 103.362
2096 1430 0 3647 2 102.017 150.155 77.983 -29.8451
2097 1430 0 3653 2 101.436 -91.6834 78.5643 88.3166
2099 1430 0 3658 2 96.3043 113.122 83.6957 -66.8785
2100 1430 0 3664 2 84.7156 17.1427 95.2844 -162.857
2101 1430 0 3668 2 98.4042 65.836 81.5958 -114.164
2103 1430 0 3674 2 113.782 76.6275 66.2182 -103.373
2104 1430 0 3675 2 113.961 -15.5675 66.0386 164.433
2105 1430 0 3677 2 61.7868 32.5075 118.213 -147.492
2110 1430 0 3684 2 80.8509 113.46 99.1491 -66.5404
2111 1430 0 3686 2 105.948 37.1522 74.0523 -142.848
2113 1430 0 3692 2 69.7241 93.4211 110.276 -86.5789
2116 1430 0 3697 2 83.4079 106.186 96.5921 -73.814
2117 1430 0 3698 2 113.433 -108.193 66.5675 71.807
2119 1430 0 3700 2 74.5822 31.9997 105.418 -148
2120 1430 0 3701 2 112.856 113.982 67.1436 -66.0178
2121 1430 0 3707 2 103.75 -160.927 76.25 19.0734
2127 1430 0 3714 2 79.9053 177.595 100.095 -2.40482
2137 1430 0 3730 2 66.593 -147.578 113.407 32.4217
2140 1430 0 3736 2 73.6678 100.324 106.332 -79.6758
2144 1430 0 3743 2 62.8086 -43.399 117.191 136.601
2148 1430 0 3749 2 106.563 73.5913 73.4366 -106.409
2150 1430 0 3752 2 82.6525 130.401 97.3475 -49.5985
2153 1430 0 3755 2 103.504 -126.771 76.4958 53.2294
2155 1430 0 3757 2 75.4976 -83.7009 104.502 96.2991
2161 1430 0 3766 2 81.7965 115.637 98.2035 -64.3631
2165 1430 0 3773 2 115.614 -164.066 64.3863 15.9342
2167 1430 0 3775 2 56.9336 -89.119 123.066 90.881
2168 1430 0 3776 2 78.1182 -175.934 101.882 4.06557
2170 1430 0 3780 2 64.084 27.429 115.916 -152.571
2172 1430 0 3782 2 61.5179 -1.0685 118.482 178.932
2173 1430 0 3784 2 69.7306 67.1357 110.269 -112.864
2174 1430 0 3785 2 98.9763 -71.152 81.0237 108.848
2175 1430 0 3787 2 108.607 -76.7076 71.3928 103.292
2177 1430 0 3792 2 98.1268 -28.105 81.8732 151.895
2179 1430 0 3795 2 57.0794 -103.13 122.921 76.8698
2180 1430 0 3797 2 124.446 -27.2356 55.5543 152.764
2181 1430 0 3799 2 98.3777 -60.3407 81.6223 119.659
2182 1430 0 3800 2 67.9788 -142.201 112.021 37.7992
2185 1430 0 3803 2 97.5165 -85.5805 82.4835 94.4195
2186 1430 0 3804 2 112.737 -64.6815 67.2626 115.319
2187 1430 0 3806 2 102.191 145.439 77.8094 -34.5614
2188 1430 0 3809 2 80.0298 -31.5405 99.9702 148.46
2192 1430 0 3815 2 94.4309 175.056 85.5691 -4.94392
2197 1430 0 3828 2 100.505 -133.131 79.4953 46.8686
2200 1430 0 3832 2 93.247 115.31 86.753 -64.6896
2201 1430 0 3833 2 73.2239 -20.3162 106.776 159.684
2205 1430 0 3841 2 88.9973 129.623 91.0027 -50.3769
2207 1430 0 3843 2 89.1732 138.264 90.8268 -41.7359
2209 1430 0 3845 2 74.6181 176.053 105.382 -3.94687
2210 1430 0 3848 2 81.1706 -143.475 98.8294 36.525
2211 1430 0 3850 2 89.9749 144.698 90.0251 -35.3017
2212 1430 0 3852 2 54.2173 -113.698 125.783 66.3022
2215 1430 0 3855 2 64.5469 35.237 115.453 -144.763
2216 1430 0 3857 2 100.921 -55.3398 79.0791 124.66
2219 1430 0 3860 2 97.1169 -55.3409 82.8831 124.659
2220 1430 0 3861 2 69.4681 -22.5955 110.532 157.404
2221 1430 0 3863 2 108.227 114.188 71.7734 -65.8122
2223 1430 0 3867 2 95.1416 134.905 84.8584 -45.095
2227 1430 0 3873 2 96.8949 -19.3007 83.1051 160.699
2229 1430 0 3875 2 59.2882 9.91672 120.712 -170.083
2233 1430 0 3882 2 105.227 -14.7241 74.7728 165.276
2234 1430 0 3886 2 101.382 96.4453 78.6184 -83.5547
2235 1430 0 3887 2 98.9819 21.3278 81.0181 -158.672
2239 1430 0 3894 2 76.6465 37.6242 103.354 -142.376
2240 1430 0 3895 2 102.539 -12.8705 77.4611 167.129
2243 1430 0 3899 2 116.621 -115.622 63.3793 64.3782
2245 1430 0 3903 2 72.3044 -36.3679 107.696 143.632
2246 1430 0 3904 2 104.439 155.559 75.5614 -24.4407
2247 1430 0 3906 2 111.279 91.4635 68.7208 -88.5365
2252 1430 0 3914 2 109.933 -27.6696 70.0671 152.33
2255 1430 0 3919 2 88.0868 19.3163 91.9132 -160.684
2257 1430 0 3923 2 72.7182 149.592 107.282 -30.4081
2260 1430 0 3928 2 115.483 65.3962 64.5167 -114.604
2261 1430 0 3929 2 85.4951 83.5277 94.5049 -96.4723
2264 1430 0 3932 2 99.5055 -169.7 80.4945 10.2996
2265 1430 0 3935 2 75.9247 -98.1743 104.075 81.8257
2266 1430 0 3937 2 68.5983 -66.4149 111.402 113.585
2267 1430 0 3939 2 113.776 -150.616 66.2236 29.3841
2268 1430 0 3940 2 121.153 -24.0148 58.8473 155.985
2269 1430 0 3941 2 120.869 -8.28938 59.1308 171.711
2272 1430 0 3945 2 62.1159 52.1209 117.884 -127.879
2273 1430 0 3946 2 83.3307 94.9158 96.6693 -85.0842
2274 1430 0 3947 2 76.5409 -98.9687 103.459 81.0313
2279 1430 0 3956 2 117.117 3.65933 62.8826 -176.341
2280 1430 0 3957 2 117.266 -20.9174 62.734 159.083
2282 1430 0 3959 2 99.6961 160.804 80.3039 -19.1957
2283 1430 0 3960 2 75.2575 -170.854 104.742 9.14648
2289 1430 0 3967 2 74.3182 -71.2789 105.682 108.721
2291 1430 0 3969 2 63.9154 -67.7991 116.085 112.201
2292 1430 0 3970 2 74.9923 115.051 105.008 -64.9492
2299 1430 0 3980 2 59.6353 -94.1063 120.365 85.8937
2305 1430 0 3986 2 73.0416 -56.8596 106.958 123.14
2309 1430 0 3991 2 64.0116 -123.68 115.988 56.3197
2312 1430 0 3996 2 95.9189 15.9264 84.0811 -164.074
2313 1430 0 3997 2 87.039 -65.3678 92.961 114.632
2315 1430 0 4001 2 114.446 11.3076 65.5544 -168.692
2316 1430 0 4004 2 103.636 6.05519 76.3635 -173.945
2317 1430 0 4005 2 63.5568 -66.7154 116.443 113.285
2321 1430 0 4010 2 94.7797 44.4715 85.2203 -135.529
2322 1430 0 4014 2 113.709 -1.36372 66.2911 178.636
2326 1430 0 4021 2 82.4839 -16.4826 97.5161 163.517
2328 1430 0 4026 2 76.6813 151.054 103.319 -28.9458
2334 1430 0 4038 2 105.856 159.749 74.1438 -20.2511
2335 1430 0 4039 2 108.685 -172.017 71.3145 7.98314
2339 1430 0 4051 2 84.3301 -153.309 95.6699 26.6914
2342 1430 0 4061 2 97.5998 103.563 82.4002 -76.4373
2350 1430 0 4075 2 60.3203 169.285 119.68 -10.7146
2354 1430 0 4082 2 100.632 6.27421 79.3683 -173.726
2355 1430 0 4083 2 76.3855 36.8712 103.615 -143.129
2356 1430 0 4084 2 81.1425 -60.7235 98.8575 119.277
2358 1430 0 4088 2 107.813 108.314 72.187 -71.6863
2360 1430 0 4093 2 119.733 -49.0558 60.2666 130.944
2361 1430 0 4097 2 66.3975 166.558 113.602 -13.4417
2363 1430 0 4100 2 85.2077 62.8713 94.7923 -117.129
2365 1430 0 4104 2 98.4221 -152.206 81.5779 27.7936
2370 1430 0 4114 2 116.561 44.2999 63.4392 -135.7
2371 1430 0 4115 2 101.769 7.15325 78.2314 -172.847
2372 1430 0 4116 2 113.654 -39.9729 66.3455 140.027
2373 1430 0 4117 2 84.5211 -77.1238 95.4789 102.876
2374 1430 0 4118 2 88.005 78.4431 91.995 -101.557
2376 1430 0 4121 2 109.352 -49.7154 70.6479 130.285
2377 1430 0 4123 2 98.4418 -124.483 81.5582 55.5171
2378 1430 0 4124 2 90.3307 -1.57647 89.6693 178.424
2380 1430 0 4127 2 73.1357 10.3205 106.864 -169.68
2381 1430 0 4128 2 112.685 -11.9675 67.3152 168.032
2384 1430 0 4132 2 92.1053 -47.7016 87.8947 132.298
2386 1430 0 4136 2 88.6712 144.176 91.3288 -35.8243
2387 1430 0 4139 2 84.5731 -156.503 95.4269 23.4968
2388 1430 0 4141 2 88.614 118.349 91.386 -61.651
2389 1430 0 4143 2 118.652 81.3399 61.348 -98.6601
2391 1430 0 4145 2 102.627 -155.912 77.3734 24.0877
2394 1430 0 4151 2 64.1839 -57.4579 115.816 122.542
2396 1430 0 4155 2 103.591 19.3552 76.4087 -160.645
2402 1430 0 4164 2 85.8268 11.6729 94.1732 -168.327
2406 1430 0 4171 2 69.1056 15.9433 110.894 -164.057
2407 1430 0 4174 2 99.9816 -90.2079 80.0184 89.7921
2410 1430 0 4181 2 77.8747 -120.161 102.125 59.8392
2413 1430 0 4189 2 80.8034 172.504 99.1966 -7.49591
2415 1430 0 4192 2 62.6874 -101.286 117.313 78.7142
2416 1430 0 4193 2 93.7077 -156.47 86.2923 23.5298
2419 1430 0 4197 2 66.5049 -139.359 113.495 40.6409
2423 1430 0 4203 2 72.0147 137.183 107.985 -42.8174
2425 1430 0 4210 2 118.595 -30.9882 61.4055 149.012
2428 1430 0 4218 2 69.1142 -120.714 110.886 59.2856
2431 1430 0 4222 2 94.6701 -149.873 85.3299 30.1274
2432 1430 0 4223 2 82.8839 -144.67 97.1161 35.3303
2433 1430 0 4224 2 113.95 169.031 66.0504 -10.9695
2435 1430 0 4228 2 60.6661 134.276 119.334 -45.7236
2437 1430 0 4231 2 71.2577 174.946 108.742 -5.05394
2444 1430 0 4239 2 80.0135 -106.295 99.9865 73.7055
2447 1430 0 4242 2 65.1722 -9.48545 114.828 170.515
2448 1430 0 4244 2 112.766 -107.944 67.2339 72.0563
2449 1430 0 4245 2 83.0742 -141.073 96.9258 38.9273
2450 1430 0 4246 2 115.539 65.3777 64.4614 -114.622
2451 1430 0 4249 2 120.404 -58.7374 59.5957 121.263
2452 1430 0 4250 2 83.432 30.5762 96.568 -149.424
2455 1430 0 4256 2 120.201 41.4295 59.7986 -138.571
2458 1430 0 4259 2 82.1844 97.0771 97.8156 -82.9229
2460 1430 0 4263 2 108.564 -50.353 71.4364 129.647
2461 1430 0 4270 2 116.944 -131.435 63.0561 48.5649
2469 1430 0 4282 2 113.361 93.01 66.6387 -86.99
2470 1430 0 4284 2 83.72 -102.761 96.28 77.2392
2472 1430 0 4288 2 118.516 35.6334 61.4844 -144.367
2473 1430 0 4289 2 109.46 -81.0277 70.5404 98.9723
2476 1430 0 4298 2 63.5074 -55.5776 116.493 124.422
2480 1430 0 4303 2 82.5225 75.4626 97.4775 -104.537
2486 1430 0 4311 2 81.1317 57.6456 98.8683 -122.354
2496 1430 0 4334 2 108.891 -152.314 71.109 27.6859
2499 1430 0 4340 2 85.6502 77.0692 94.3498 -102.931
2501 1430 0 4343 2 75.6686 111.923 104.331 -68.0774
2504 1430 0 4348 2 99.9148 16.6753 80.0852 -163.325
2505 1430 0 4349 2 63.7412 124.818 116.259 -55.1821
2509 1430 0 4353 2 63.4537 -124.856 116.546 55.1445
2510 1430 0 4354 2 110.667 -164.043 69.3326 15.9574
2513 1430 0 4362 2 108.708 -175.092 71.2917 4.90827
2514 1430 0 4364 2 66.8088 17.1868 113.191 -162.813
2519 1430 0 4373 2 117.194 -36.2451 62.8056 143.755
2520 1430 0 4374 2 79.5801 -142.555 100.42 37.4446
2522 1430 0 4379 2 89.5948 106.392 90.4052 -73.608
2525 1430 0 4383 2 84.4725 -153.653 95.5275 26.3468
2526 1430 0 4385 2 84.5054 34.0017 95.4946 -145.998
2528 1430 0 4388 2 94.3673 -42.3495 85.6327 137.65
2529 1430 0 4389 2 94.9393 -171.525 85.0607 8.47498
2530 1430 0 4393 2 100.767 -165.975 79.2325 14.0247
2531 1430 0 4394 2 94.1796 28.8698 85.8204 -151.13
2534 1430 0 4398 2 64.5487 -48.2125 115.451 131.788
2535 1430 0 4399 2 90.0104 6.08817 89.9896 -173.912
2537 1430 0 4402 2 81.057 -39.3684 98.943 140.632
2538 1430 0 4405 2 86.8136 -97.1937 93.1864 82.8063
2541 1430 0 4409 2 107.962 21.7419 72.0376 -158.258
2542 1430 0 4411 2 72.2793 149.072 107.721 -30.9281
2543 1430 0 4414 2 109.448 -43.006 70.5522 136.994
2545 1430 0 4416 2 118.025 -64.2337 61.9747 115.766
2548 1430 0 4419 2 82.6042 9.5258 97.3958 -170.474
2553 1430 0 4432 2 82.6126 -157.528 97.3874 22.4715
2554 1430 0 4433 2 96.4155 -3.16911 83.5845 176.831
2562 1430 0 4443 2 65.1227 -173.441 114.877 6.55855
2564 1430 0 4445 2 105.939 -165.358 74.0612 14.6425
2565 1430 0 4447 2 109.408 20.6332 70.5921 -159.367
2568 1430 0 4455 2 79.1583 3.3469 100.842 -176.653
2570 1430 0 4460 2 78.694 -85.7239 101.306 94.2761
2573 1430 0 4464 2 67.1892 -11.0137 112.811 168.986
2575 1430 0 4467 2 108.789 -2.59225 71.2115 177.408
2580 1430 0 4472 2 78.8313 -129.136 101.169 50.8642
2588 1430 0 4486 2 63.3082 143.277 116.692 -36.7227
2591 1430 0 4493 2 95.4897 58.2847 84.5103 -121.715
2592 1430 0 4494 2 93.9694 -107.688 86.0306 72.312
2596 1430 0 4498 2 109.403 67.1533 70.5968 -112.847
2597 1430 0 4502 2 71.3685 -155.527 108.631 24.4731
2598 1430 0 4503 2 72.8431 30.5602 107.157 -149.44
2599 1430 0 4504 2 70.5958 30.7261 109.404 -149.274
2601 1430 0 4506 2 72.6134 -109.132 107.387 70.8681
2602 1430 0 4508 2 108.257 130.8 71.7426 -49.2003
2603 1430 0 4509 2 67.4138 44.3779 112.586 -135.622
2606 1430 0 4517 2 86.2789 -130.569 93.7211 49.4306
2607 1430 0 4519 2 84.5654 -176.05 95.4346 3.94995
2610 1430 0 4527 2 89.4879 -85.2553 90.5121 94.7447
2614 1430 0 4531 2 74.211 149.745 105.789 -30.2551
2617 1430 0 4536 2 62.4792 115.364 117.521 -64.6358
2620 1430 0 4542 2 102.45 35.9904 77.5497 -144.01
2625 1430 0 4559 2 111.636 97.7919 68.3644 -82.2081
2627 1430 0 4563 2 77.1599 -159.453 102.84 20.5474
2628 1430 0 4564 2 102.344 8.88248 77.6558 -171.118
2629 1430 0 4565 2 65.3984 -18.6237 114.602 161.376
2630 1430 0 4567 2 101.35 -56.7668 78.6503 123.233
2631 1430 0 4570 2 76.391 55.4295 103.609 -124.57
2634 1430 0 4575 2 114.541 -41.903 65.4591 138.097
2635 1430 0 4578 2 114.633 76.8917 65.367 -103.108
2636 1430 0 4580 2 97.8552 140.757 82.1448 -39.2432
2638 1430 0 4582 2 97.5484 -16.9246 82.4516 163.075
2644 1430 0 4591 2 82.7432 87.3454 97.2568 -92.6546
2645 1430 0 4595 2 107.303 -10.0542 72.6967 169.946
2648 1430 0 4603 2 110.741 101.659 69.2591 -78.3413
2649 1430 0 4604 2 105.118 -93.712 74.8819 86.288
2655 1430 0 4616 2 78.6418 -32.2097 101.358 147.79
2657 1430 0 4621 2 109.633 74.7963 70.3669 -105.204
2658 1430 0 4622 2 97.6796 -104.22 82.3204 75.7795
2660 1430 0 4627 2 67.0073 -174.959 112.993 5.04062
2661 1430 0 4628 2 92.159 -168.118 87.841 11.8819
2662 1430 0 4629 2 64.0925 -164.235 115.908 15.7654
2664 1430 0 4635 2 114.861 131.694 65.1387 -48.3065
2665 1430 0 4636 2 94.6532 160.191 85.3468 -19.8089
2666 1430 0 4637 2 71.642 -8.94195 108.358 171.058
2669 1430 0 4645 2 64.4175 -91.4389 115.583 88.5611
2671 1430 0 4648 2 94.7002 107.665 85.2998 -72.3354
2672 1430 0 4649 2 85.3187 72.0003 94.6813 -108
2673 1430 0 4651 2 74.9298 -36.7378 105.07 143.262
2676 1430 0 4657 2 81.399 -132.317 98.601 47.6834
2677 1430 0 4661 2 96.7959 -118.376 83.2041 61.6241
2678 1430 0 4663 2 115.85 -75.8007 64.1499 104.199
2679 1430 0 4666 2 106.474 85.6679 73.526 -94.3321
2682 1430 0 4671 2 72.3861 -111.053 107.614 68.9474
2684 1430 0 4676 2 83.9202 -8.82906 96.0798 171.171
2685 1430 0 4678 2 84.4824 35.5859 95.5176 -144.414
2690 1430 0 4685 2 113.245 65.5462 66.7552 -114.454
2691 1430 0 4686 2 95.6898 -13.5625 84.3102 166.437
2692 1430 0 4689 2 85.0209 78.0022 94.9791 -101.998
2695 1430 0 4695 2 63.0698 -167.192 116.93 12.8083
2698 1430 0 4703 2 110.635 129.379 69.3649 -50.6212
2700 1430 0 4706 2 106.255 -104.802 73.7447 75.1982
2702 1430 0 4709 2 79.4848 159.847 100.515 -20.1534
2704 1430 0 4711 2 99.6826 -80.0466 80.3174 99.9534
2705 1430 0 4715 2 99.7425 -14.3645 80.2575 165.636
2706 1430 0 4718 2 69.1866 88.9421 110.813 -91.0579
2707 1430 0 4719 2 97.5253 160.043 82.4747 -19.957
2708 1430 0 4720 2 82.784 -110.125 97.216 69.8755
2710 1430 0 4723 2 95.6228 34.7727 84.3772 -145.227
2715 1430 0 4731 2 86.091 -39.4746 93.909 140.525
2717 1430 0 4734 2 75.4299 118.256 104.57 -61.7443
2718 1430 0 4735 2 115.007 144.736 64.9933 -35.2639
2719 1430 0 4736 2 100.039 125.367 79.9605 -54.6333
2721 1430 0 4738 2 83.5844 -36.0562 96.4156 143.944
2722 1430 0 4742 2 73.8613 55.8896 106.139 -124.11
2723 1430 0 4743 2 99.1213 32.3718 80.8787 -147.628
2724 1430 0 4745 2 95.834 97.1205 84.166 -82.8795
2729 1430 0 4758 2 114.06 107.069 65.9404 -72.9313
2731 1430 0 4760 2 64.0345 -128.659 115.965 51.3408
2732 1430 0 4762 2 71.1148 -149.498 108.885 30.5022
2734 1430 0 4765 2 80.3063 -127.443 99.6937 52.5567
2735 1430 0 4766 2 84.6371 -88.3119 95.3629 91.6881
2739 1430 0 4771 2 88.3859 -57.0063 91.6141 122.994
2740 1430 0 4772 2 82.3752 -45.8248 97.6248 134.175
2743 1430 0 4776 2 77.5459 98.5315 102.454 -81.4685
2745 1430 0 4778 2 73.5249 -45.552 106.475 134.448
2746 1430 0 4779 2 88.075 32.136 91.925 -147.864
2747 1430 0 4781 2 103.67 -42.519 76.3302 137.481
2748 1430 0 4782 2 80.7222 152.935 99.2778 -27.0651
2751 1430 0 4788 2 113.083 -114.894 66.9171 65.1064
2752 1430 0 4790 2 105.604 -107.881 74.3957 72.1185
2755 1430 0 4795 2 71.0357 -77.8715 108.964 102.129
2757 1430 0 4797 2 112.017 -88.7415 67.9835 91.2585
2758 1430 0 4798 2 75.3317 17.8341 104.668 -162.166
2761 1430 0 4806 2 112.694 55.0657 67.3061 -124.934
2765 1430 0 4812 2 99.9297 -99.8548 80.0703 80.1452
2766 1430 0 4813 2 62.0312 28.3646 117.969 -151.635
2767 1430 0 4815 2 92.875 123.887 87.125 -56.1127
2768 1430 0 4817 2 93.5017 -149.489 86.4983 30.5108
2769 1430 0 4819 2 106.682 -119.201 73.3178 60.7985
2772 1430 0 4824 2 106.329 23.9306 73.6708 -156.069
2773 1430 0 4825 2 83.8176 -61.5861 96.1824 118.414
2776 1430 0 4831 2 82.8369 -155.549 97.1631 24.4514
2778 1430 0 4834 2 75.9169 155.491 104.083 -24.5092
2779 1430 0 4835 2 112.865 42.9604 67.135 -137.04
2780 1430 0 4836 2 109.132 130.943 70.8679 -49.057
2783 1430 0 4842 2 105.165 -142.167 74.8351 37.8329
2786 1430 0 4848 2 103.168 -78.4372 76.832 101.563
2789 1430 0 4851 2 69.1035 14.5305 110.896 -165.47
2790 1430 0 4853 2 86.4557 69.0927 93.5443 -110.907
2792 1430 0 4856 2 85.3229 143.61 94.6771 -36.3904
2793 1430 0 4859 2 95.4549 39.0277 84.5451 -140.972
2796 1430 0 4868 2 91.5799 7.96575 88.4201 -172.034
2798 1430 0 4871 2 63.9888 -139.223 116.011 40.7771
2799 1430 0 4872 2 67.9241 33.9515 112.076 -146.049
2803 1430 0 4879 2 64.9498 -63.683 115.05 116.317
2807 1430 0 4889 2 88.08 -13.4546 91.92 166.545
2808 1430 0 4890 2 109.68 146.475 70.3202 -33.5253
2809 1430 0 4892 2 88.9483 68.3642 91.0517 -111.636
2811 1430 0 4894 2 77.286 174.087 102.714 -5.91296
2812 1430 0 4896 2 103.9 47.7114 76.0995 -132.289
2813 1430 0 4897 2 112.955 -14.5744 67.0452 165.426
2814 1430 0 4899 2 80.1514 32.2284 99.8486 -147.772
2819 1430 0 4911 2 110.994 106.67 69.006 -73.3304
2824 1430 0 4919 2 66.2847 56.8881 113.715 -123.112
2827 1430 0 4924 2 93.473 -70.6561 86.527 109.344
2829 1430 0 4926 2 73.6668 -60.9731 106.333 119.027
2831 1430 0 4928 2 59.1775 -73.9606 120.822 106.039
2834 1430 0 4935 2 81.4413 119.206 98.5587 -60.7943
2836 1430 0 4937 2 99.9174 148.581 80.0826 -31.4192
2843 1430 0 4951 2 103.782 -79.2305 76.218 100.769
2846 1430 0 4956 2 106.406 146.171 73.5941 -33.8293
2851 1430 0 4964 2 86.1582 52.7071 93.8418 -127.293
2852 1430 0 4966 2 87.2312 -79.6218 92.7688 100.378
2854 1430 0 4969 2 113.046 -109.377 66.9537 70.6233
2857 1430 0 4972 2 84.3308 -59.3805 95.6692 120.62
2860 1430 0 4975 2 103.572 -51.9983 76.4279 128.002
2861 1430 0 4976 2 59.8849 -77.8324 120.115 102.168
2863 1430 0 4978 2 83.3257 136.367 96.6743 -43.6332
2864 1430 0 4980 2 103.784 90.4994 76.2161 -89.5006
2867 1430 0 4989 2 105.278 -107.012 74.7222 72.9883
2869 1430 0 4995 2 97.1621 -144.073 82.8379 35.9267
2880 1430 0 5011 2 110.722 176.945 69.278 -3.05501
2883 1430 0 5015 2 112.065 -170.571 67.9355 9.42917
2885 1430 0 5019 2 99.013 23.1926 80.987 -156.807
2889 1430 0 5026 2 72.0779 -101.138 107.922 78.8618
2890 1430 0 5027 2 84.3099 -11.5716 95.6901 168.428
2891 1430 0 5028 2 113.148 -162.721 66.8517 17.2791
2893 1430 0 5030 2 107.463 -161.883 72.5373 18.1174
2895 1430 0 5032 2 62.3142 -99.1812 117.686 80.8188
2897 1430 0 5038 2 112.186 -144.601 67.8136 35.399
2900 1430 0 5042 2 73.3411 -19.9995 106.659 160
2901 1430 0 5044 2 114.157 58.7006 65.8431 -121.299
2902 1430 0 5046 2 68.8818 100.75 111.118 -79.2501
2903 1430 0 5048 2 65.9348 -58.1432 114.065 121.857
2911 1430 0 5063 2 68.5901 66.4424 111.41 -113.558
2914 1430 0 5067 2 97.5983 12.7203 82.4017 -167.28
2915 1430 0 5069 2 62.4144 -97.8339 117.586 82.166
2916 1430 0 5071 2 103.905 -13.1751 76.0946 166.825
2919 1430 0 5075 2 93.574 88.9236 86.426 -91.0764
2921 1430 0 5078 2 86.7513 -19.3113 93.2487 160.689
2925 1430 0 5085 2 82.6268 157.063 97.3732 -22.9372
2927 1430 0 5089 2 85.8853 54.0724 94.1147 -125.928
2929 1430 0 5092 2 108.966 157.809 71.0341 -22.1912
2932 1430 0 5095 2 105.885 104.549 74.1154 -75.4509
2937 1430 0 5103 2 121.178 -163.898 58.8219 16.1017
2939 1430 0 5105 2 92.4174 173.334 87.5826 -6.66645
2945 1430 0 5118 2 97.5251 -123.227 82.4749 56.7734
2946 1430 0 5119 2 109.005 86.8619 70.9948 -93.1381
2948 1430 0 5125 2 122.029 107.279 57.9711 -72.7214
2949 1430 0 5129 2 109.615 71.4499 70.385 -108.55
2951 1430 0 5131 2 68.1445 -77.9151 111.855 102.085
2954 1430 0 5137 2 65.8658 4.76454 114.134 -175.235
2955 1430 0 5138 2 95.6016 75.8715 84.3984 -104.129
2959 1430 0 5145 2 98.0623 176.267 81.9377 -3.73307
2966 1430 0 5160 2 100.787 -19.3128 79.2125 160.687
2968 1430 0 5162 2 82.8821 168.119 97.1179 -11.8805
2972 1430 0 5169 2 60.4398 151.998 119.56 -28.0019
2974 1430 0 5173 2 107.63 51.321 72.3701 -128.679
2976 1430 0 5177 2 119.706 59.5208 60.2944 -120.479
2980 1430 0 5183 2 113.349 -62.9612 66.6508 117.039
2981 1430 0 5184 2 94.3634 127.137 85.6366 -52.8633
2985 1430 0 5191 2 97.6289 33.9334 82.3711 -146.067
2988 1430 0 5195 2 109.669 57.091 70.3313 -122.909
2990 1430 0 5198 2 115.959 54.1168 64.0408 -125.883
2994 1430 0 5205 2 97.2888 143.619 82.7112 -36.3805
2995 1430 0 5207 2 57.3056 -88.6489 122.694 91.3511
2996 1430 0 5208 2 108.469 -135.572 71.5315 44.4276
2997 1430 0 5210 2 113.268 -82.5436 66.7317 97.4564
2998 1430 0 5212 2 104.116 -49.9852 75.8838 130.015
2999 1430 0 5213 2 75.6897 -50.9557 104.31 129.044
3001 1430 0 5215 2 92.9958 20.4337 87.0042 -159.566
3003 1430 0 5217 2 74.5948 45.0659 105.405 -134.934
3004 1430 0 5218 2 102.897 91.8574 77.1034 -88.1426
3006 1430 0 5221 2 109.391 -73.4642 70.6091 106.536
3007 1430 0 5222 2 114.805 115.986 65.1954 -64.0144
3010 1430 0 5225 2 81.4038 139.427 98.5962 -40.5727
3011 1430 0 5227 2 84.9251 160.106 95.0749 -19.8943
3013 1430 0 5229 2 104.333 -175.664 75.6668 4.33625
3016 1430 0 5234 2 107.997 -31.8674 72.0031 148.133
3022 1430 0 5243 2 78.1111 -73.8748 101.889 106.125
3024 1430 0 5246 2 102.506 136.163 77.4943 -43.8371
3028 1430 0 5255 2 77.3955 -4.50699 102.605 175.493
3033 1430 0 5269 2 74.6519 -108.004 105.348 71.996
3034 1430 0 5270 2 98.7209 -127.232 81.2791 52.7676
3037 1430 0 5280 2 83.8525 -89.7752 96.1475 90.2247
3038 1430 0 5281 2 87.3236 177.594 92.6764 -2.40603
3042 1430 0 5287 2 119.675 100.518 60.3255 -79.4823
3044 1430 0 5289 2 86.5213 38.7595 93.4787 -141.241
3048 1430 0 5296 2 66.8876 -49.3575 113.112 130.642
3051 1430 0 5302 2 102.194 25.3936 77.8061 -154.606
3058 1430 0 5312 2 114.669 -158.56 65.3306 21.4404
3060 1430 0 5314 2 75.0939 178.907 104.906 -1.09252
3063 1430 0 5321 2 79.148 64.3024 100.852 -115.698
3065 1430 0 5325 2 115.045 -3.12937 64.955 176.871
3067 1430 0 5329 2 92.2638 -105.551 87.7362 74.4485
3068 1430 0 5330 2 112.889 2.44948 67.1111 -177.551
3069 1430 0 5332 2 70.2468 52.5762 109.753 -127.424
3070 1430 0 5333 2 81.0446 38.1898 98.9554 -141.81
3071 1430 0 5334 2 88.1191 -77.8322 91.8809 102.168
3074 1430 0 5337 2 97.5459 -4.97559 82.4541 175.024
